academic_year,academic_year_start,agency_name,agency_name_display,response_count,data_quality,placement_quality_score,recommendation_rate,overall_sentiment_score,concern_indicator_count,concern_flag,prepared_for_practice,learning_goals_met,supervision_frequency,supervision_quality,felt_prepared,comp_1_ethical_professional,comp_2_human_rights_justice,comp_3_adei,comp_4_research_informed,comp_5_policy_practice,comp_6_engage,comp_7_assess,comp_8_intervene,comp_9_evaluate,comments_supervisor_polarity,least_helpful_polarity,most_helpful_polarity,other_comments_polarity,recommend_reason_polarity
2024-2025,2024,"timberline counseling, llc","Timberline Counseling, Llc",2,limited,5.0,1.0,0.4809,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,4.5,5.0,5.0,5.0,4.5,0.228,0.4357,0.5525,0.4199,0.7682
2024-2025,2024,tri-valley haven,Tri-Valley Haven,2,limited,4.7,1.0,0.4774,0,no flag,4.0,5.0,5.0,5.0,4.5,5.0,3.5,5.0,4.5,4.5,4.0,5.0,5.0,5.0,0.1909,0.0,0.8493,0.5334,0.8132
2024-2025,2024,trillium family services,Trillium Family Services,1,limited,3.8,1.0,0.2164,0,no flag,2.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,,0.0772,0.0,,0.5719
2024-2025,2024,trio student support services,Trio Student Support Services,1,limited,5.0,1.0,0.5433,0,no flag,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.8122,,0.0,,0.8176
2024-2025,2024,turning winds,Turning Winds,1,limited,3.4,1.0,0.6294,1,no flag,2.0,4.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,0.7845,0.0,0.9485,,0.7845
2024-2025,2024,united way of the lewis and clark area,United Way Of The Lewis And Clark Area,1,limited,4.6,1.0,0.9082,0,no flag,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9636,0.7957,0.9459,,0.9274
2024-2025,2024,vocational rehab,Vocational Rehab,2,limited,1.8,0.0,-0.1039,3,review recommended,1.5,1.5,2.0,2.0,2.0,1.5,2.5,3.0,2.5,2.5,1.5,3.0,2.5,1.0,-0.2748,-0.2384,0.1932,-0.0604,-0.139
2024-2025,2024,watson children's shelter,Watson Children's Shelter,2,limited,4.6,1.0,0.5288,0,no flag,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8262,0.437,0.0738,,0.7783
2024-2025,2024,western montana mental health center,Western Montana Mental Health Center,2,limited,2.6,0.5,0.2505,2,review recommended,2.5,3.0,2.5,2.0,3.0,3.0,3.5,3.5,2.5,3.5,3.0,3.5,3.5,3.0,0.432,-0.401,0.689,0.2096,0.323
2024-2025,2024,winds of change mental health center,Winds Of Change Mental Health Center,1,limited,2.0,0.0,0.0285,3,review recommended,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0772,-0.3252,0.5106,0.2431,-0.3632
2024-2025,2024,women's resource center,Women's Resource Center,3,sufficient,4.27,0.67,0.2709,1,no flag,4.0,4.0,4.33,5.0,4.0,3.67,4.33,4.0,4.0,4.0,4.33,4.67,3.0,3.33,0.5181,0.1045,0.4064,0.5106,-0.185
2024-2025,2024,youth crisis center inc,Youth Crisis Center Inc.,3,sufficient,4.6,1.0,0.5538,0,no flag,4.33,5.0,4.67,5.0,4.0,4.0,5.0,3.67,3.67,4.0,5.0,4.67,4.67,5.0,0.6733,-0.1133,0.6921,0.7668,0.7499
2024-2025,2024,youth dynamics,Youth Dynamics,2,limited,2.6,0.5,0.254,2,review recommended,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,2.5,3.0,2.5,3.0,2.5,2.5,0.2138,-0.1884,0.609,0.5608,0.075
2024-2025,2024,youth homes,Youth Homes,10,sufficient,3.5,0.8,0.3746,0,no flag,3.4,3.2,4.0,3.7,3.2,3.7,3.6,3.9,3.2,3.5,3.6,3.7,3.2,3.6,0.3146,0.1087,0.3859,0.7037,0.3599
2024-2025,2024,ywca,Ywca,5,sufficient,3.88,0.8,0.5116,0,no flag,3.8,4.4,4.2,3.8,3.2,3.8,4.6,4.4,4.0,4.0,4.0,4.6,3.6,5.0,0.252,0.5246,0.3929,0.7089,0.6796
2025-2026,2025,3 rivers mental health center,3 Rivers Mental Health Center,1,limited,4.4,1.0,0.2515,0,no flag,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.3597,0.0,0.0,0.0,0.8979
2025-2026,2025,988 suicide & crisis lifeline center,988 Suicide & Crisis Lifeline Center,1,limited,3.6,0.0,0.2982,1,no flag,4.0,2.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,0.5106,-0.2924,0.3804,0.5106,0.3818
2025-2026,2025,988 tribal response,988 Tribal Response,1,limited,2.4,0.0,-0.0437,3,review recommended,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,-0.3252,0.5106,0.0,-0.4039
2025-2026,2025,aaniiih nakoda college,Aaniiih Nakoda College,1,limited,1.8,0.0,0.0293,3,review recommended,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1154,-0.4767,0.5106,0.0,-0.0026
2025-2026,2025,affordable housing trust fund,Affordable Housing Trust Fund,1,limited,1.8,0.0,0.0268,3,review recommended,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4404,-0.3252,-0.2732,0.5677,-0.2755
2025-2026,2025,ag worker health and services,Ag Worker Health And Services,1,limited,2.0,0.0,-0.1919,3,review recommended,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3722,-0.3252,0.4019,-0.3007,-0.3632
2025-2026,2025,alaska family services,Alaska Family Services,1,limited,4.8,1.0,0.4926,0,no flag,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,0.7096,-0.0772,0.6808,0.2944,0.8555
2025-2026,2025,alluvion health,Alluvion Health,1,limited,3.2,1.0,0.2,1,no flag,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,-0.3722,-0.0258,0.3804,,0.8176
2025-2026,2025,aspen counseling services,Aspen Counseling Services,1,limited,1.4,0.0,0.0441,3,review recommended,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.1027,0.2716,0.3182,0.2431,-0.5096
2025-2026,2025,asum bear necessities,Asum Bear Necessities,1,limited,5.0,1.0,0.2908,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0,-0.3252,0.8481,0.2944,0.6369
2025-2026,2025,aware inc,Aware Inc.,5,sufficient,3.52,0.4,0.1941,1,no flag,3.0,2.8,4.6,4.2,3.0,3.0,3.2,3.2,2.8,3.0,2.8,3.4,2.4,3.2,0.3209,-0.3546,0.6467,0.3135,0.0439
2025-2026,2025,behavioral health resources,Behavioral Health Resources,3,sufficient,2.0,0.0,-0.0691,3,review recommended,1.67,2.0,2.33,2.0,2.0,2.33,2.67,3.0,2.67,2.33,2.67,2.33,2.67,1.33,-0.29,-0.3757,0.5492,-0.0018,-0.2272
2025-2026,2025,benefis health system,Benefis Health System,1,limited,2.6,0.0,-0.0144,3,review recommended,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0387,-0.3252,0.7269,0.0,-0.5122
2025-2026,2025,big sky palliative & hospice,Big Sky Palliative & Hospice,3,sufficient,4.73,1.0,0.4854,0,no flag,5.0,5.0,4.33,4.67,4.67,4.33,5.0,5.0,5.0,5.0,5.0,4.67,5.0,4.0,0.5164,-0.0821,0.4989,0.6749,0.8191
2025-2026,2025,billings public schools,Billings Public Schools,2,limited,1.3,0.0,0.0189,3,review recommended,1.0,1.0,1.5,1.5,1.5,1.0,2.5,2.0,2.0,2.0,1.5,2.0,1.5,1.0,-0.2748,-0.0268,0.4562,0.079,-0.139
2025-2026,2025,bitterroot cares,Bitterroot Cares,1,limited,2.4,1.0,0.2345,1,no flag,3.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,0.25,-0.4767,0.4019,0.2323,0.765
2025-2026,2025,blackfeet community college,Blackfeet Community College,2,limited,2.6,0.0,0.1861,2,review recommended,2.5,2.5,2.5,3.0,2.5,2.5,3.0,3.0,2.5,2.5,2.5,3.0,2.5,1.0,0.1203,-0.1934,0.2553,0.3485,0.3999
2025-2026,2025,blaine county school district,Blaine County School District,2,limited,4.8,1.0,0.5156,0,no flag,5.0,5.0,4.5,4.5,5.0,5.0,4.5,5.0,4.0,4.0,4.5,4.0,4.5,5.0,0.7078,-0.1026,0.5852,0.613,0.7748
2025-2026,2025,blue mountain clinic family practice,Blue Mountain Clinic Family Practice,1,limited,5.0,1.0,0.4712,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,0.6588,0.0,0.5267,0.4199,0.7506
2025-2026,2025,boys and girls club,Boys And Girls Club,6,sufficient,2.57,0.5,0.2119,2,review recommended,2.67,2.67,2.33,2.83,2.33,2.33,2.83,2.83,2.33,2.83,2.83,3.17,2.67,2.0,0.2191,-0.041,0.5064,0.105,0.2702
2025-2026,2025,bozeman health deaconess regional medical center,Bozeman Health Deaconess Regional Medical Center,1,limited,4.6,1.0,0.4015,0,no flag,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.7003,-0.4767,0.7501,0.4215,0.6124
2025-2026,2025,bridgercare,Bridgercare,1,limited,1.4,0.0,-0.1376,3,review recommended,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,-0.5596,-0.3252,0.7184,0.0,-0.5216
2025-2026,2025,california youth services,California Youth Services,3,sufficient,3.27,0.67,0.2555,2,review recommended,3.67,3.67,3.33,2.33,3.33,3.67,4.0,4.33,3.33,3.67,4.0,3.67,3.0,3.33,0.5579,-0.2531,0.4696,0.2293,0.2739
2025-2026,2025,cameron r-1 school district,Cameron R-1 School District,1,limited,4.8,1.0,0.4902,0,no flag,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.6486,0.0,0.4019,0.5563,0.8442
2025-2026,2025,cascade academy,Cascade Academy,1,limited,2.6,0.0,0.1469,2,review recommended,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,-0.0772,-0.3252,0.6361,0.101,0.3999
2025-2026,2025,catalyst mt,Catalyst Mt,1,limited,2.8,0.0,-0.1396,3,review recommended,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,-0.5504,0.0,0.128,0.0,-0.2755
2025-2026,2025,catholic charities,Catholic Charities,2,limited,1.8,0.0,-0.0767,3,review recommended,1.5,2.0,2.0,1.5,2.0,2.5,3.0,3.0,2.0,2.5,1.5,2.5,1.5,1.5,-0.2591,-0.2884,0.5925,0.0873,-0.5156
2025-2026,2025,cedar creek integrated health,Cedar Creek Integrated Health,2,limited,3.6,0.5,0.235,1,no flag,3.0,4.0,3.5,4.0,3.5,3.0,3.0,3.5,4.0,3.0,3.5,3.5,3.5,3.0,0.4016,-0.3088,0.4562,0.358,0.268
2025-2026,2025,"center for children, families and workforce development","Center For Children, Families And Workforce Development",4,sufficient,4.7,1.0,0.4472,0,no flag,4.75,4.75,4.75,4.5,4.75,4.75,3.5,4.5,4.5,4.75,4.5,4.5,4.75,4.25,0.5516,0.0433,0.3923,0.5545,0.6944
2025-2026,2025,center for restorative youth justice,Center For Restorative Youth Justice,3,sufficient,2.87,0.33,0.2804,2,review recommended,3.0,3.0,2.67,2.67,3.0,2.0,3.33,2.33,3.0,2.33,2.33,3.0,2.67,2.33,0.2013,-0.1084,0.7355,0.3901,0.1836
2025-2026,2025,cheyenne regional behavioral health,Cheyenne Regional Behavioral Health,1,limited,5.0,1.0,0.3284,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,0.0,0.161,0.4019,,0.7506
2025-2026,2025,child and family service department,Child And Family Service Department,7,sufficient,2.83,0.29,0.1754,2,review recommended,2.57,2.57,3.29,3.0,2.71,3.14,3.0,3.43,3.0,3.0,2.57,3.0,3.0,2.29,0.2062,-0.0955,0.5423,0.3936,-0.1694
2025-2026,2025,chippewa cree tribe human services division,Chippewa Cree Tribe Human Services Division,1,limited,2.0,1.0,0.3651,1,no flag,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,-0.1781,-0.3252,0.7845,0.7003,0.8442
2025-2026,2025,clark fork valley hospital & family medicine network,Clark Fork Valley Hospital & Family Medicine Network,1,limited,4.8,1.0,0.4408,0,no flag,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.7506,,0.0,,0.5719
2025-2026,2025,community healthcore,Community Healthcore,1,limited,4.6,1.0,0.2483,0,no flag,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,-0.3252,0.6808,0.2263,0.6597
2025-2026,2025,community medical center,Community Medical Center,3,sufficient,2.8,0.0,0.1662,2,review recommended,2.67,3.0,3.0,2.33,3.0,3.0,3.33,4.0,3.0,3.33,2.67,3.67,2.67,2.33,0.365,-0.0415,0.5696,0.3994,-0.4617
2025-2026,2025,crime victim advocate program,Crime Victim Advocate Program,4,sufficient,3.3,0.5,0.2841,2,review recommended,3.25,3.25,3.0,3.25,3.75,3.25,3.75,3.75,3.75,3.25,3.25,3.5,3.25,4.0,0.1035,-0.2005,0.5269,0.6217,0.3691
2025-2026,2025,crosswinds recovery,Crosswinds Recovery,8,sufficient,2.92,0.38,0.1585,2,review recommended,3.12,3.0,2.88,2.62,3.0,3.25,3.0,3.88,3.0,3.0,3.12,2.88,3.12,2.62,0.0569,-0.2499,0.5802,0.1715,0.2339
2025-2026,2025,curry health center,Curry Health Center,18,sufficient,3.11,0.5,0.277,2,review recommended,3.17,2.89,3.33,3.39,2.78,2.72,3.33,3.33,3.06,3.06,2.94,3.22,2.72,2.94,0.166,-0.1312,0.5755,0.4384,0.3363
2025-2026,2025,david j. thatcher va clinic,David J. Thatcher Va Clinic,4,sufficient,4.2,0.5,0.3389,1,no flag,4.25,3.75,4.5,4.75,3.75,4.5,4.5,4.0,4.25,4.25,4.25,4.0,4.25,3.75,0.4656,-0.0298,0.2389,0.8073,0.2126
2025-2026,2025,davidson college,Davidson College,2,limited,3.8,0.5,0.3356,1,no flag,4.0,3.5,4.5,4.0,3.0,3.0,4.0,2.5,4.0,3.5,2.0,3.5,2.5,2.5,0.1654,0.286,0.5382,0.2553,0.4332
2025-2026,2025,denver human services,Denver Human Services,1,limited,4.4,1.0,0.0902,0,no flag,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,-0.2847,-0.3252,0.6997,0.0,0.3612
2025-2026,2025,department of health and human services,Department Of Health And Human Services,4,sufficient,4.4,1.0,0.3044,0,no flag,5.0,4.25,4.25,4.0,4.5,3.5,5.0,4.0,3.25,4.25,4.5,3.75,3.75,3.5,0.2915,-0.3145,0.4917,0.2321,0.8214
2025-2026,2025,eating disorder center of montana,Eating Disorder Center Of Montana,4,sufficient,2.6,0.0,0.0294,3,review recommended,1.75,2.75,3.5,2.75,2.25,3.0,3.25,3.25,2.75,3.0,2.75,3.0,3.0,1.25,-0.0966,-0.2393,0.5063,0.3705,-0.394
2025-2026,2025,eden health,Eden Health,5,sufficient,3.56,0.8,0.278,0,no flag,3.6,3.2,3.8,3.8,3.4,3.6,3.8,3.8,3.6,3.4,3.6,3.6,3.6,2.8,0.3245,-0.1951,0.531,0.2169,0.5128
2025-2026,2025,eduro healthcare,Eduro Healthcare,1,limited,3.6,1.0,0.0922,0,no flag,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,-0.4497,-0.4082,0.6705,0.0,0.6486
2025-2026,2025,"emily wish, llc","Emily Wish, Llc",1,limited,4.4,1.0,0.5348,0,no flag,4.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,0.6369,0.0,0.6486,0.5106,0.8779
2025-2026,2025,empowermt,Empowermt,3,sufficient,2.93,0.33,0.1672,2,review recommended,2.67,2.33,4.0,3.33,2.33,2.33,3.0,2.67,2.67,3.0,2.33,2.33,2.33,2.33,-0.0419,-0.401,0.6425,0.596,0.0404
2025-2026,2025,encompass community service,Encompass Community Service,1,limited,4.8,1.0,0.337,0,no flag,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,0.4588,-0.3252,0.7717,0.2944,0.4855
2025-2026,2025,families first learning lab,Families First Learning Lab,2,limited,2.3,0.0,0.0511,2,review recommended,2.0,2.5,3.0,2.0,2.0,2.5,2.5,2.5,2.0,2.5,2.5,3.0,1.5,2.0,0.242,-0.0129,0.0056,0.4974,-0.4766
2025-2026,2025,first step resource center,First Step Resource Center,3,sufficient,4.53,1.0,0.4145,0,no flag,4.0,4.67,4.33,5.0,4.67,4.67,5.0,5.0,4.33,4.33,4.0,5.0,3.0,4.67,0.2162,0.3712,0.3239,0.4484,0.713
2025-2026,2025,friends of the children montana,Friends Of The Children Montana,2,limited,3.2,0.5,0.2349,2,review recommended,3.0,3.5,3.5,3.0,3.0,3.5,3.5,3.0,3.5,3.0,3.0,4.0,2.5,3.0,-0.0177,0.1358,0.6268,0.1162,0.3133
2025-2026,2025,frontier behavioral health,Frontier Behavioral Health,2,limited,4.3,1.0,0.3997,0,no flag,4.5,4.0,4.5,4.0,4.5,4.0,4.0,4.5,4.5,4.5,4.5,4.0,4.0,3.5,0.2101,-0.0956,0.7,0.5796,0.6046
2025-2026,2025,gallatin high school,Gallatin High School,2,limited,3.1,0.5,0.1666,2,review recommended,3.5,3.0,3.0,3.0,3.0,4.5,3.0,3.5,4.5,2.5,3.0,3.5,4.0,3.0,0.175,0.0,0.0514,0.0,0.6067
2025-2026,2025,gateway to success,Gateway To Success,1,limited,4.2,1.0,0.5428,0,no flag,5.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,0.7845,0.0,0.4754,0.6697,0.7845
2025-2026,2025,grandview family counseling,Grandview Family Counseling,1,limited,4.8,1.0,0.4444,0,no flag,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,0.5106,0.0,0.8396,0.5106,0.3612
2025-2026,2025,haven,Haven,1,limited,4.6,1.0,0.3412,0,no flag,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,0.3597,-0.3252,0.4939,0.2944,0.8834
2025-2026,2025,health promotion disease prevention,Health Promotion Disease Prevention,3,sufficient,4.0,0.67,0.2313,1,no flag,4.0,4.33,3.67,3.67,4.33,3.33,3.0,3.67,4.0,4.67,4.0,4.67,4.0,4.33,0.2365,-0.1953,0.6977,0.2263,0.1913
2025-2026,2025,helena indian alliance,Helena Indian Alliance,1,limited,2.6,1.0,0.4588,1,no flag,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,0.6369,-0.4767,0.7089,0.6705,0.7543
2025-2026,2025,intermountain,Intermountain,1,limited,3.2,1.0,0.3233,1,no flag,3.0,5.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,5.0,1.0,4.0,5.0,-0.2924,0.0,0.4215,0.7964,0.6908
2025-2026,2025,international rescue committee,International Rescue Committee,2,limited,2.5,0.0,0.0094,3,review recommended,2.5,3.0,3.0,1.5,2.5,2.5,3.5,3.0,3.0,3.0,2.5,3.0,2.5,1.0,-0.1822,-0.0268,0.5006,0.3502,-0.5949
2025-2026,2025,juvenile probation,Juvenile Probation,2,limited,4.0,1.0,0.4136,0,no flag,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,4.5,4.0,4.0,4.0,5.0,0.6744,-0.1802,0.576,0.3913,0.6066
2025-2026,2025,keystone therapy and training services,Keystone Therapy And Training Services,1,limited,4.0,0.0,0.252,1,no flag,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.6124,-0.3252,0.8979,0.0,0.0747
2025-2026,2025,la family housing,La Family Housing,3,sufficient,3.4,0.33,0.188,2,review recommended,3.0,3.0,4.33,3.67,3.0,3.0,3.33,3.33,3.33,3.33,2.67,3.0,3.33,3.0,0.5103,-0.3877,0.4491,0.3063,0.0621
2025-2026,2025,lincoln county probation department,Lincoln County Probation Department,1,limited,1.8,0.0,0.0352,3,review recommended,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1779,-0.3252,0.7579,0.2431,-0.6776
2025-2026,2025,littleton public schools,Littleton Public Schools,1,limited,2.2,0.0,0.1611,2,review recommended,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0.4767,-0.6164,0.6808,0.7766,-0.5122
2025-2026,2025,logan health medical center,Logan Health Medical Center,3,sufficient,2.87,0.33,0.2586,2,review recommended,2.33,2.67,4.0,3.0,2.33,2.67,2.67,3.0,2.33,2.67,2.67,3.0,2.33,1.33,0.5491,-0.3178,0.6613,0.4321,-0.0317
2025-2026,2025,lowell elementary school,Lowell Elementary School,1,limited,5.0,1.0,0.1762,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0.4404,-0.4767,0.0,0.5563,0.3612
2025-2026,2025,many rivers whole health,Many Rivers Whole Health,1,limited,2.0,0.0,0.1096,2,review recommended,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,0.0,0.4404,0.4588,,-0.4606
2025-2026,2025,mental health coalition of teton valley,Mental Health Coalition Of Teton Valley,1,limited,4.6,1.0,0.3519,0,no flag,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,0.7096,0.0,0.4019,0.2263,0.4215
2025-2026,2025,missoula aging services,Missoula Aging Services,2,limited,3.8,1.0,0.4577,0,no flag,3.0,3.0,5.0,5.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.3818,0.0,0.625,0.3997,0.8821
2025-2026,2025,missoula alliance church,Missoula Alliance Church,1,limited,2.8,0.0,-0.0046,3,review recommended,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.2732,-0.4767,0.4019,0.7003,-0.3753
2025-2026,2025,missoula county public schools,Missoula County Public Schools,1,limited,4.6,1.0,0.5342,0,no flag,4.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,0.6369,0.0,0.8748,,0.6249
2025-2026,2025,missoula food bank,Missoula Food Bank,2,limited,3.7,1.0,0.3472,0,no flag,3.5,4.0,4.0,3.0,4.0,4.0,4.0,4.5,4.5,4.0,3.5,4.0,4.0,4.0,0.3184,-0.1626,0.8103,0.5064,0.2635
2025-2026,2025,missoula interfaith collaborative,Missoula Interfaith Collaborative,5,sufficient,3.28,0.4,0.1841,2,review recommended,3.4,3.8,3.2,2.8,3.2,3.4,3.4,3.4,3.6,3.6,3.8,3.6,3.4,3.4,-0.0653,-0.1936,0.7018,0.4184,0.0594
2025-2026,2025,missoula parks and recreation,Missoula Parks And Recreation,1,limited,5.0,1.0,0.5298,0,no flag,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,0.6369,0.0,0.8399,0.2944,0.8779
2025-2026,2025,missoula police department,Missoula Police Department,2,limited,3.4,0.5,0.2243,2,review recommended,3.5,3.5,3.0,3.5,3.5,3.5,4.0,3.5,4.0,4.0,4.0,3.0,4.0,2.5,0.089,-0.1626,0.5308,0.4452,0.2192
2025-2026,2025,missoula senior citizens center,Missoula Senior Citizens Center,3,sufficient,4.87,1.0,0.4305,0,no flag,5.0,5.0,4.67,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0.3182,0.339,0.5197,0.2759,0.6996
2025-2026,2025,montana 10,Montana 10,5,sufficient,3.48,0.8,0.3137,1,no flag,3.2,3.0,4.4,4.0,2.8,2.8,3.2,3.6,3.0,3.0,3.0,3.2,3.0,3.0,0.403,0.0177,0.5842,0.2129,0.3506
2025-2026,2025,montana innocence project,Montana Innocence Project,2,limited,3.3,0.5,0.3633,2,review recommended,2.5,3.5,4.0,3.5,3.0,3.5,3.5,4.0,3.5,4.0,3.0,2.5,3.5,3.0,0.5471,-0.0308,0.5154,0.596,0.1888
2025-2026,2025,montana state hospital,Montana State Hospital,5,sufficient,3.0,0.4,0.1401,2,review recommended,2.6,3.0,3.8,2.8,2.8,2.8,3.4,3.4,2.8,3.2,2.8,3.0,2.6,2.8,-0.1929,0.0789,0.6831,0.0891,0.0425
2025-2026,2025,mountain home montana,Mountain Home Montana,2,limited,4.7,1.0,0.4011,0,no flag,5.0,4.0,5.0,5.0,4.5,4.5,4.5,5.0,4.5,5.0,4.0,4.0,4.5,4.0,0.1798,0.161,0.6172,0.4254,0.6221
2025-2026,2025,nasw montana,Nasw Montana,1,limited,4.4,1.0,0.6245,0,no flag,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,0.2263,,0.8834,0.5106,0.8779
2025-2026,2025,office of the state public defender,Office Of The State Public Defender,2,limited,4.9,1.0,0.6435,0,no flag,4.5,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,4.0,3.5,0.6697,0.4296,0.6831,0.7003,0.7346
2025-2026,2025,open aid alliance,Open Aid Alliance,4,sufficient,3.25,0.5,0.1624,2,review recommended,3.25,3.25,3.75,3.0,3.0,3.25,3.5,3.25,3.25,3.25,3.0,3.25,3.25,3.0,-0.1949,-0.1807,0.642,0.3839,0.1617
2025-2026,2025,parents helping parents,Parents Helping Parents,2,limited,1.7,0.0,0.0345,3,review recommended,1.5,2.5,1.5,1.0,2.0,2.5,2.5,2.5,2.5,2.5,1.5,2.5,1.5,2.0,-0.267,-0.1626,0.8135,-0.1504,-0.0608
2025-2026,2025,paris gibson alternative education,Paris Gibson Alternative Education,2,limited,3.0,0.5,0.1613,2,review recommended,3.0,3.5,2.5,3.5,2.5,3.0,3.5,3.5,3.5,3.0,3.0,3.5,3.0,3.0,0.1525,-0.1626,0.576,0.1977,0.0428
